222G2PJWTMOVROYR2PYT33LTAM	BLANCO	967:6 1105:1 1117:2 1644:3 1688:1 1718:1 1966:3 2996:2 3073:1 3195:2 3823:1 4120:1 4288:1 4389:12 
222OIUSFNXKLN4EAT5BEMY52UA	BLANCO	4084:1 
222V3HBN4RM4PSPJHMVBSDCAX4	BLANCO	361:1 1054:2 1644:8 2107:1 2518:1 3899:10 4389:6 
222ZTOHMLKYG7G42D6N6HEWHDI	BRASILEÑOS	967:1 1071:1 
223SQNC7E242OON6BTKFUKC2TI	BLANCO	497:2 729:1 967:10 1105:1 1247:1 1306:1 1644:1 4120:1 4327:1 4389:1 
223WBY5AMVFFW2ST63776DAVAI	BLANCO	78:1 137:2 967:15 1105:3 1211:1 1428:2 1637:1 1966:1 2406:1 2582:1 2755:5 2996:4 3456:1 4389:3 4438:1 
225DJX6Z3SW7WYQHHR6GZYLWLY	BLANCO	1869:2 
22743BP5PGMW35VYYULDKJGILQ	BLANCO	375:1 1211:1 4389:3 
22C5O2PTF5S4JL35ISQFME7ALY	AFROAMERICANO	78:2 464:2 728:1 967:15 1105:1 1117:2 1644:4 1771:1 1983:1 2811:2 3195:2 4389:6 4463:3 
22EEUNZQYZY3OX5VTAMJDEGU4A	AFROAMERICANO	
22EU3XUHOIYVI4WC4D5U3XQCOU	BLANCO	78:2 374:1 576:2 583:1 619:1 739:1 967:25 1012:1 1105:2 1211:1 1440:1 1644:3 1714:25 1715:1 1716:2 1718:1 2325:13 2468:1 3195:1 3546:1 3618:1 3856:1 3997:2 4389:17 4463:5 
22O3BITQT5HDXCKFCLEJYSIJ2E	LATINO	78:3 967:8 1131:1 1189:1 1385:1 4389:4 
22PVQOO27DEBHSMR7G4UEJ2IO4	BLANCO	27:6 78:1 217:2 304:1 502:1 698:1 967:31 1003:2 1105:1 1167:1 1189:2 1211:1 1385:1 1644:1 1771:1 1966:3 2250:3 2572:2 2925:1 2992:1 2996:6 3221:1 3303:1 3334:2 3546:3 3585:1 3856:1 3882:1 4212:1 4223:1 4239:1 4347:1 4389:18 4420:4 4463:1 
22RCEKA2VRTYGFDKDG64O5WVWQ	ARÁBICOS	78:2 698:1 841:12 967:7 1644:2 2509:1 2532:1 3703:1 3899:1 4097:1 4389:4 
22WNEJLVX6PFWVDXKZ74AKVA4Y	ARÁBICOS	967:2 1644:1 
22XGXU5ZBKUDVCLLZGGSWDRKY4	BLANCO	78:1 217:2 967:20 1105:3 2325:1 2450:1 3303:1 3334:1 3986:1 4028:1 4389:4 
237ILP25JYQRJDNBPS5OCJDARM	ASIÁTICOS	967:4 1105:1 2121:4 2250:1 3083:6 3084:6 3899:1 4463:1 
23IVWKJBX5AAWJ46SBAFKXM74M	BLANCO	78:3 217:2 729:2 739:1 748:1 967:23 988:1 1014:1 1105:4 1117:1 1151:1 1211:3 1247:1 1370:1 1385:1 1440:1 1644:2 1718:1 1771:2 1808:2 1966:1 2055:2 2074:1 2250:2 2266:1 2325:1 2450:1 2519:1 2532:1 2706:1 2811:2 2967:1 3072:1 3195:2 3282:1 3288:3 3334:1 3345:1 3721:1 4053:1 4097:2 4230:1 4288:2 4389:22 
23PSQV4RDXPF3KDCXA4NZREH5M	BLANCO	27:2 78:2 217:1 304:1 544:1 658:2 841:1 967:16 1014:1 1211:1 1644:4 1718:2 1771:3 1941:1 1966:1 2029:19 2055:3 2110:3 2450:1 2452:5 2453:1 2485:1 2532:1 2811:2 2916:3 3073:2 3200:1 3221:1 3239:1 3288:1 3448:14 3546:5 3721:2 4097:1 4120:2 4213:1 4226:1 4288:2 4327:2 4389:26 4463:4 4522:2 
